mensagem,stream,data,tipo_toxicidade
Caralho que susto Om,cellbit,2026-05-14,OBS
Cuzão do caralho de bicho te fode RAGEY,cellbit,2026-05-14,OBS
Caralho qkakakskakaka,cellbit,2026-05-14,OBS
burro,cellbit,2026-05-14,INS
Ai porra meu coração,cellbit,2026-05-14,OBS
Nem precisava pegar cancer 6,cellbit,2026-05-14,DO
ganhando cancer atoa,cellbit,2026-05-14,DO
"A essa altura do campeonato, você já tem câncer 10 limited edition",cellbit,2026-05-14,DO
se não tiver a mala inutil nesse game é injogavel,cellbit,2026-05-14,INS
@Skiiiiiiiiiiiiiiii podia ter o armário inutil,cellbit,2026-05-14,INS
@xpguilherme q porra eh 42,cellbit,2026-05-14,OBS
"@xpguilherme a moda é NOVI I DEIZ? e sempre sera, 67 é uma merda",cellbit,2026-05-14,OBS
graças a deus nerfaram essa porra desse boneco mhm,tck10,2026-05-14,OBS
porra o spikezzin também é bom dmais,tck10,2026-05-14,OBS
Spikezin me lembra o virtys na fase ruim,tck10,2026-05-14,INS
kkkkkkkkkkkkkkkkkkkkkk vsf tck,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
kkkkkkkkkkkkkkk caraio,tck10,2026-05-14,OBS
kkkkkkkkkkkkkkkkkkkkk cuzao,tck10,2026-05-14,OBS
q aura da porra,tck10,2026-05-14,OBS
q vergonha pqp,tck10,2026-05-14,OBS
PQP,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
porra spacca,tck10,2026-05-14,OBS
carai kkkkkkkkk,tck10,2026-05-14,OBS
ta porra,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
que aura da porra,tck10,2026-05-14,OBS
@easunshinesz tomou do bot pfft,tck10,2026-05-14,INS
"nós do youtube devemos ser idiotas mesmo, tem mais viewer lá e a gente ta sem chat, pagando por um crime q nem é nosso, #diganaoàditadura!!!!!",tck10,2026-05-14,INS
só porrada,tck10,2026-05-14,OBS
vc é cuzao kkkkkkk,tck10,2026-05-14,OBS
o limão 3 falando merda kkkkk,tck10,2026-05-14,OBS
e o resto do outro half? xarola é burro?,tck10,2026-05-14,INS
kkkkkkkkkkkkkkkkkkk crl,tck10,2026-05-14,OBS
caraio,tck10,2026-05-14,OBS
caralho que mira eh essa king vsf,tck10,2026-05-14,OBS
esse king filha da puta levanta e um lixo,tck10,2026-05-14,"INS, OBS"
sato e mt bom pqp,tck10,2026-05-14,OBS
porra bom demais mano,tck10,2026-05-14,OBS
que bosta,tck10,2026-05-14,OBS
voltei e a fúria cagou no pau,tck10,2026-05-14,OBS
16/9 pqp,tck10,2026-05-14,OBS
q cuzão véi kkkkkkk,tck10,2026-05-14,OBS
cago tudo,tck10,2026-05-14,OBS
cara me irrita mt os cara ficar  levantando tempo todo pqp,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
o nerve tem que esquecer que é ruim,tck10,2026-05-14,INS
1/17 PQP KK,tck10,2026-05-14,OBS
Pq aquele idiota ta pulando,tck10,2026-05-14,INS
@ujota07 Falaram merda no gamechangers,tck10,2026-05-14,OBS
pq ta falando em ingles caua fdp,tck10,2026-05-14,OBS
Fala português alinegineja fdp,tck10,2026-05-14,OBS
salada de maiones burro,tck10,2026-05-14,INS
ué n tem maionese no churrasco? burros,tck10,2026-05-14,INS
Silenntz é mt fei mano pqp kkkkkkkkkkk,tck10,2026-05-14,OBS
"é o segredo da mira, anota essa porra",tck10,2026-05-14,OBS
barbecue é uma merda,tck10,2026-05-14,OBS
@attrame me chamou de arrombado SAJ,tck10,2026-05-14,OBS
Q MLK lixo mano ksoaksoakosakosa,tck10,2026-05-14,INS
maionese de alho é mt bom pqp,tck10,2026-05-14,OBS
cringe dms pqp,tck10,2026-05-14,OBS
PQP,tck10,2026-05-14,OBS
ta bizarro de ruim,tck10,2026-05-14,INS
ta maneiro po,tck10,2026-05-14,INS
fei pa crl,tck10,2026-05-14,OBS
ta uma bosta KKKKKKKKKK,tck10,2026-05-14,OBS
pqp kkkkkkk,tck10,2026-05-14,OBS
o cara apaga a luz pelo pc pqp ricasso,tck10,2026-05-14,OBS
CARALHO que tecnologia,tck10,2026-05-14,OBS
"MENTIRAAAAAAAA que perderam pqp , estavam amassando no começo",tck10,2026-05-14,OBS
"@heloisamath era segredo, merda DAMN",tck10,2026-05-14,OBS
@lucascapota foi a piranhaagricola,tck10,2026-05-14,DO
perola e um mapa muito merda mn,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
mds porra,tck10,2026-05-14,OBS
q porra e essa,tck10,2026-05-14,OBS
pqp minha furia,tck10,2026-05-14,OBS
q furia ruim,tck10,2026-05-14,INS
Com a porra de uma astra pq não joga pra traz karalho,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
porra 148,tck10,2026-05-14,OBS
mt ruim,tck10,2026-05-14,INS
cagou dms,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
merdaaaaa,tck10,2026-05-14,OBS
choque de fdp AIN,tck10,2026-05-14,OBS
cago,tck10,2026-05-14,OBS
cagou mt q isso,tck10,2026-05-14,OBS
PORRADA,tck10,2026-05-14,OBS
crl,tck10,2026-05-14,OBS
esses caras jogam demais puta que me pariu mano,tck10,2026-05-14,OBS
"mds, q time lixo é essa furia kkkkkkkkkkkkkk quem falou que isso ganhava?",tck10,2026-05-14,INS
3 br vs 1 br AQUI É LEVIATHAN PORRA,tck10,2026-05-14,OBS
@kelvinberofc loud pega o perdedor do segundo jogo,tck10,2026-05-14,INS
3 br vs 1 br AQUI É LEVIATHAN PORRA!,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
crl,tck10,2026-05-14,OBS
cagou,tck10,2026-05-14,OBS
agr vão inventar q o king é ruim kkkkkkkkkkkkkk LMAO,tck10,2026-05-14,INS
tck n ta sabendo de porra nenhuma kkkkkkkkkkkkkk,tck10,2026-05-14,OBS
se for ngr tamo fudido,tck10,2026-05-14,OBS
que desastre de mapa pqp,tck10,2026-05-14,OBS
vai ser de 0 essa bosta,tck10,2026-05-14,OBS
kkkkkkkkkk cuzao,tck10,2026-05-14,OBS
CARALHO,tck10,2026-05-14,OBS
pqp spike,tck10,2026-05-14,OBS
pqp joga MUITO CARALHO,tck10,2026-05-14,OBS
nerfa logo essa porra,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
nem fodendo,tck10,2026-05-14,OBS
caralho,tck10,2026-05-14,OBS
Vamoooo caralhoooo,tck10,2026-05-14,OBS
caralho,tck10,2026-05-14,OBS
caralho,tck10,2026-05-14,OBS
crl kkkkk ta tudo dando certo pros cara kkkk,tck10,2026-05-14,OBS
crl que round,tck10,2026-05-14,OBS
narigudo da poha,tck10,2026-05-14,OBS
krl suga todo o ar pqp,tck10,2026-05-14,OBS
desgraçado kskskkkkkk,tck10,2026-05-14,OBS
crlh kkkkkkkkkkkkkkkkkkkk q fdp,tck10,2026-05-14,OBS
PORRA,tck10,2026-05-14,OBS
Ator ruim,tck10,2026-05-14,INS
Neon é sinistro pqp,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
nem judas foi tao fdp,tck10,2026-05-14,OBS
carai 7 a 0,tck10,2026-05-14,OBS
"esse alym é podre de ruim bixo, como pode",tck10,2026-05-14,INS
que amasso do caralho,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
Tira o mouse burro,tck10,2026-05-14,INS
caralho,tck10,2026-05-14,OBS
pqp man,tck10,2026-05-14,OBS
VAMO CRL,tck10,2026-05-14,OBS
porrada,tck10,2026-05-14,OBS
Só o art tá jogando nesse time pqp,tck10,2026-05-14,OBS
king matando pqp,tck10,2026-05-14,OBS
Essas porra fica correndo até o final,tck10,2026-05-14,OBS
a LEV é diferente mesmo pqp,tck10,2026-05-14,OBS
bigode nojento da porra KEKG,tck10,2026-05-14,"INS, OBS"
modinha feia ainda pqp,tck10,2026-05-14,OBS
pqp,tck10,2026-05-14,OBS
q time ruim,tck10,2026-05-14,INS
Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer LEV Cheer PORRA,tck10,2026-05-14,OBS
eu no diamante não sou tão burro quanto esse alym,tck10,2026-05-14,INS
PQP,tck10,2026-05-14,OBS
a furia só jogou no primeiro mapa pqp,tck10,2026-05-14,OBS
"o koala so sabia jogar com yoru mesmo,bagre ruim",tck10,2026-05-14,INS
arma ruim ?,tck10,2026-05-14,INS
lev ta boa ou a furia ta ruim?,tck10,2026-05-14,INS
vsf kkkkk,gabepeixe,2026-05-14,OBS
tira isso pqp,gabepeixe,2026-05-14,OBS
Vsf,gabepeixe,2026-05-14,OBS
Pqp,gabepeixe,2026-05-14,OBS
Pqp,gabepeixe,2026-05-14,OBS
eu jogava no lixo,gabepeixe,2026-05-14,INS
Q porra é isso,gabepeixe,2026-05-14,OBS
pqp,gabepeixe,2026-05-14,OBS
Porra apareceu num bolo gigantesco,gabepeixe,2026-05-14,OBS
Pqp,gabepeixe,2026-05-14,OBS
Caralho,gabepeixe,2026-05-14,OBS
papo de virar manco,gabepeixe,2026-05-14,INS
wtf,gabepeixe,2026-05-14,OBS
Isso é da carta porra,gabepeixe,2026-05-14,OBS
pqp,gabepeixe,2026-05-14,OBS
kkkkkkkkkkkkkkkkkkkkkkkk vsf,gabepeixe,2026-05-14,OBS
a música é tão ruim que fica boa,gabepeixe,2026-05-14,INS
QUE porra é essa,gabepeixe,2026-05-14,OBS
A porra do milho,gabepeixe,2026-05-14,OBS
que porra e essa,gabepeixe,2026-05-14,OBS
O caralho do milho,gabepeixe,2026-05-14,OBS
Pqp,gabepeixe,2026-05-14,OBS
Caraí Vi Tudo,gabepeixe,2026-05-14,OBS
Vsf que gênio,gabepeixe,2026-05-14,OBS
Gabe olha a porrada da cúpula ontem no rp,gabepeixe,2026-05-14,OBS
Lindo pra porra,gabepeixe,2026-05-14,OBS
Mostra essa porra aí cara,gabepeixe,2026-05-14,OBS
@bonacchi01 fds não te perguntei FDP,gabepeixe,2026-05-14,OBS
Fdp,gabepeixe,2026-05-14,OBS
esse filme é muito bom vsf,gabepeixe,2026-05-14,OBS
@golpeaderente zero.,gabepeixe,2026-05-14,INS
Zero n zero e muito ruim,gabepeixe,2026-05-14,INS
poquin mane,gabepeixe,2026-05-14,INS
esse filme é do caralho,gabepeixe,2026-05-14,OBS
wtf,gabepeixe,2026-05-14,OBS
puta kk,gabepeixe,2026-05-14,OBS
cada corno com seu chifre kkkkkkk,gabepeixe,2026-05-14,INS
Fdp esse mlk,gabepeixe,2026-05-15,OBS
@bonacchi01 flw babaca,gabepeixe,2026-05-15,INS
pqp,gabepeixe,2026-05-15,OBS
cago,gabepeixe,2026-05-15,OBS
pqp akakakkakaak,gabepeixe,2026-05-15,OBS
Pqp,gabepeixe,2026-05-15,OBS
WTF,gabepeixe,2026-05-15,OBS
carai kkk,gabepeixe,2026-05-15,OBS
que fdp,gabepeixe,2026-05-15,OBS
Para caralho,gabepeixe,2026-05-15,OBS
CLT pqp,gabepeixe,2026-05-15,OBS
Porra,gabepeixe,2026-05-15,OBS
q fdp,gabepeixe,2026-05-15,OBS
Pqp,gabepeixe,2026-05-15,OBS
tiuberg vai jantar pensando na merda do gabe,gabepeixe,2026-05-15,OBS
vai chegar um trouxa de trailer ai n tem erro,gabepeixe,2026-05-15,INS
VSF sw,sacy,2026-05-15,OBS
nojento,sacy,2026-05-15,INS
CARALHO nem fudendo o leaf ta assim,sacy,2026-05-15,OBS
@macauli10 porra kkkkkkkk,sacy,2026-05-15,OBS
@v1niy04 meee aí é foda até onde vi tinhamo ganhado a breeze,sacy,2026-05-15,OBS
"@GBtreem____ vlw, puts NRG É PUTARIA",sacy,2026-05-15,OBS
kkkkkkk porra mt bom,sacy,2026-05-15,OBS
"@twstedvlr pior que é mano, xr é foda KEK",sacy,2026-05-15,OBS
@deydicosta__ ta foda pai,sacy,2026-05-15,OBS
pqp,sacy,2026-05-15,OBS
"ganhar a porra da breeze, e perder split",sacy,2026-05-15,OBS
wtf,sacy,2026-05-15,OBS
galaxio mencionado VSF @gaalaxio,sacy,2026-05-15,OBS
até eu ja joguei essa merda,sacy,2026-05-15,OBS
cara saia da faculdade pra jogar bingo muito velho pqp,sacy,2026-05-15,OBS
PQP apostei na 100T sem querer perdi,sacy,2026-05-15,OBS
pq o cryo vai fazer contra a loud mano pqp,sacy,2026-05-15,OBS
truco mineiro é mt chato,sacy,2026-05-15,INS
"@borgyz7 nordestina é putaria tb, mas amo de todas as regiões",sacy,2026-05-15,OBS
caralho,sacy,2026-05-15,OBS
mano a mira do cryo tremendo q so a porra tlc,sacy,2026-05-15,OBS
@murimoaa O dia que eu fui pra Rio Grande do Norte comi tanta comida boa... comida nordestina é foda,sacy,2026-05-15,OBS
@gustavoribeiro_15 um baiao de dois do ceara e rn é putaria,sacy,2026-05-15,OBS
"@kyyshh frase ruim né kkkkk, mas vc pode ativar ela sem ela subir basicamente",sacy,2026-05-15,INS
ruim de valorant tem futuro como streamer?,sacy,2026-05-15,INS
cagou,sacy,2026-05-15,OBS
CARAIO,sacy,2026-05-15,OBS
@brasuraas Pqp kskskss deve ser mesmo,sacy,2026-05-15,OBS
PQP,sacy,2026-05-15,OBS
CARALHO,sacy,2026-05-15,OBS
TA PORRA,sacy,2026-05-15,OBS
puta que pariu,sacy,2026-05-15,OBS
@gaalaxio deu errado=burro,sacy,2026-05-15,INS
deu certo = genio DEU MERDA = burrasso dumbo imbecil bagre podre aposenta washed,sacy,2026-05-15,"INS, OBS"
ta porra,sacy,2026-05-15,OBS
@GuxxtaAIM pfv não G2 ja ganhou tudo ano passado pqp,sacy,2026-05-15,OBS
100t é muito ruim contra regional,sacy,2026-05-15,INS
caralho A leviatan virou o primeiro jogo?,sacy,2026-05-15,OBS
"@sacy isso tudo fica RUIM pra loud mano, 100t vai vim diferente se pa kkkkkk to com medo",sacy,2026-05-15,INS
matou 2 vsf kkkkkkkkkkkkkkkkkkkk,sacy,2026-05-15,OBS
KKKKKKKKKKKKKKKKKKKKK tao pro caralho já,sacy,2026-05-15,OBS
caralho meu Deus do ceu,sacy,2026-05-15,OBS
PQP,sacy,2026-05-15,OBS
ai ele foi pro caralho,sacy,2026-05-15,OBS
Pqp,sacy,2026-05-15,OBS
cagou,sacy,2026-05-15,OBS
@lucaz_11 pela putaria,sacy,2026-05-15,OBS
CARALHO,sacy,2026-05-15,OBS
CAGO,sacy,2026-05-15,OBS
WTF,sacy,2026-05-15,OBS
caralho mano kkkkk,sacy,2026-05-15,OBS
Caralho que isso,sacy,2026-05-15,OBS
CARALHO,sacy,2026-05-15,OBS
cagou,sacy,2026-05-15,OBS
todo ruim e bom de pistol kkkkkkkkkkkkkkkkk,sacy,2026-05-15,INS
Cypher é uma merda nesse mapa,sacy,2026-05-15,OBS
CARALHO,sacy,2026-05-15,OBS
cagou,sacy,2026-05-15,OBS
CAGO,sacy,2026-05-15,OBS
WTF,sacy,2026-05-15,OBS
Cago tudo,sacy,2026-05-15,OBS
cagou muito,sacy,2026-05-15,OBS
que porra é  essa,sacy,2026-05-15,OBS
"asuna mt burro, ainda tinha ult",sacy,2026-05-15,INS
cagou,sacy,2026-05-15,OBS
cagou p krl,sacy,2026-05-15,OBS
cagou pra krl,sacy,2026-05-15,OBS
cagou mto obvio mó bala mentirosa,sacy,2026-05-15,OBS
time chato da porra,sacy,2026-05-15,"INS, OBS"
BURRO?,bagi,2026-05-15,INS
Caralho,bagi,2026-05-15,OBS
@inc_ognita Peixe palhaço,bagi,2026-05-15,INS
@trelosinho156 Flamengo perdendo mais gol que só Deus nos acuda time de merda cria cria e não enfia a bola no gol,bagi,2026-05-15,OBS
"Mas concordo, maçã é ruim",bagi,2026-05-15,INS
a que faz fronk é ruim,bagi,2026-05-15,INS
porra,skipnho,2026-05-15,OBS
burrooh,skipnho,2026-05-15,INS
ruim,skipnho,2026-05-15,INS
perdi 1000zin nesse time fdp,skipnho,2026-05-15,OBS
cago,skipnho,2026-05-15,OBS
"imagina colocar o fer nessa lobby com o dilera, pqp uheuheuehuehuhe seria cinema",skipnho,2026-05-15,OBS
porra gremio gordinho,skipnho,2026-05-15,OBS
porra de gremio gordinho,skipnho,2026-05-15,OBS
nojento asqueroso falou que ia matar 5 todo round,skipnho,2026-05-15,INS
cara  chato grita igual kenga,skipnho,2026-05-15,INS
nunca vi alguem tao ruim quanto o dilera,skipnho,2026-05-15,INS
fdp,skipnho,2026-05-15,OBS
e o skp caralho,skipnho,2026-05-15,OBS
@SkipNhO  toda vez dilera morre no meio pqp,skipnho,2026-05-15,OBS
carai,skipnho,2026-05-15,OBS
porra joguei contra boltalha s2,skipnho,2026-05-15,OBS
caralhowwww,skipnho,2026-05-15,OBS
Caralho,skipnho,2026-05-15,OBS
fica de supressao burrao se nao se vai so mamar,skipnho,2026-05-15,INS
a luva brancasaa carai,skipnho,2026-05-15,OBS
pqp,skipnho,2026-05-15,OBS
jogando mapa lixo,skipnho,2026-05-15,INS
@hanekir wtf viado ??? O cara tem laudo KKKKKKKK,skipnho,2026-05-15,"DO, OBS"
tudo pro dila é ghost pqp,skipnho,2026-05-15,OBS
VC é burro ou tem aids? Brincs. AAAAAAAAAAAAAAAAAAAAAAA PERDÃO!,skipnho,2026-05-15,INS
burro,skipnho,2026-05-15,INS
esse é burro,skipnho,2026-05-15,INS
porra jamelao kkkkk,skipnho,2026-05-15,OBS
vsf,skipnho,2026-05-15,OBS
"Carai que golaço do Vitoria contra o flamengo, vi agora",skipnho,2026-05-15,OBS
skip olhudo burro,skipnho,2026-05-15,INS
18 ricos só na rinha ? mandem os 200 seus ricos de merda,burgaofps,2026-05-15,OBS
tem q atualizar burro,burgaofps,2026-05-15,INS
deve ser triste ser tão burro e tão gordo,burgaofps,2026-05-15,INS
Ta mutato cabaço,fnxlntc,2026-05-15,OBS
o arrombado ai na call vai ficar dando spoiler msm?,fnxlntc,2026-05-15,OBS
att essa porra ai,fnxlntc,2026-05-15,OBS
lixoso,fnxlntc,2026-05-15,INS
kkkkkkkkk essebglh e mt maneiro,fnxlntc,2026-05-15,INS
achei maneirin tb,fnxlntc,2026-05-15,INS
caralho extoquindo o cliente,fnxlntc,2026-05-15,OBS
@KLND7 brasilia game festival no mane garrincha,fnxlntc,2026-05-15,INS
kyousuke é um d0ente pqp,fnxlntc,2026-05-15,OBS
essa mira padrão é zoado,fnxlntc,2026-05-15,INS
uma hora ta frio pra carai,fnxlntc,2026-05-15,OBS
de tarde ta calor pra porra,fnxlntc,2026-05-15,OBS
quem foi o fdp,rakin,2026-05-15,OBS
q porra eh essa,rakin,2026-05-15,OBS
eta porra,rakin,2026-05-15,OBS
carai entao tem que fazer gameplay,rakin,2026-05-15,OBS
po ia ser maneiro se alguma loja de periférico te patrocinar ein,rakin,2026-05-15,INS
no spirit lixo,rakin,2026-05-15,INS
então deslancha maneiro,rakin,2026-05-15,INS
WTF,rakin,2026-05-15,OBS
"rakin, com todo respeito mas tem como tu explicar como se fosse pra um acéfalo pq eu n to entendendo porra nenhuma",rakin,2026-05-15,OBS
wtf,rakin,2026-05-15,OBS
isso ai ficou lixo,rakin,2026-05-15,INS
Vc nao precisa de RES se matar todo mundo antes,rakin,2026-05-15,AME
@splashy1995 ai é foda,rakin,2026-05-15,OBS
wtf,rakin,2026-05-15,OBS
porra kkkkkkkkkkkkkkk,rakin,2026-05-15,OBS
que bagunça da porra esse boss,rakin,2026-05-15,OBS
Flicker voce se mata,rakin,2026-05-15,AME
q susto da porra,rakin,2026-05-15,OBS
wtf?,rakin,2026-05-15,OBS
chato pra caralho,rakin,2026-05-15,"INS, OBS"
"porra, achei q era algo sério",rakin,2026-05-15,OBS
porra rakin te acompanho a 12 anos .-.,rakin,2026-05-15,OBS
twitch é mt escrota po,rakin,2026-05-15,OBS
carai kkkkkkkkkkk,rakin,2026-05-15,OBS
conta ai carai,rakin,2026-05-15,OBS
"Caralho, o cara quer atenção mesmo em",rakin,2026-05-15,OBS
PQP,rakin,2026-05-15,OBS
continua rakin carai,rakin,2026-05-15,OBS
fala porra,rakin,2026-05-15,OBS
"@rakin eu errei o captcha outro dia, eu sou um bot?",rakin,2026-05-15,INS
crl vender isso devia da uma grana tmb em,rakin,2026-05-15,OBS
"yt tem potencial para ser o maior canal de streaming está td pronto la, mas empresas são burras",rakin,2026-05-15,INS
mó porradão,rakin,2026-05-15,OBS
o meu yt ta mt zoado,rakin,2026-05-15,INS
e aquele duet night abyss kkkkkk farm infinito do crl,rakin,2026-05-15,OBS
"hollow palm, só quanto tiver tankudo e evason/ES, se não é lixo mesmo",rakin,2026-05-15,INS
"caralho, tomei AD de 5 min kkkkkkkk tnc da twt",rakin,2026-05-15,OBS
"eu nunca fiz ascend 4, sempre com carry, o sanctum do poe 2 é uma bosta",rakin,2026-05-15,OBS
Filhas das putas,zigueira,2026-05-15,OBS
caralho que GTR lindo,zigueira,2026-05-15,OBS
Grande pra porra,zigueira,2026-05-15,OBS
só corno,coreano,2026-05-15,INS
@OldRustyFries vsf kkkkkkkkkkkkkkkkkk,coreano,2026-05-15,OBS
carai calma ai kkkkkkkkkk,coreano,2026-05-15,OBS
porra 10 é foda,coreano,2026-05-15,OBS
Cago,coreano,2026-05-15,OBS
mano o phc viu a MIKS e não mato pqp,coreano,2026-05-15,OBS
crl se mordendo,coreano,,OBS
pq q a clove eh tao ruim? sempre tem uma no low elo,coreano,2026-05-15,INS
nerfaram a smoke pra caralho tbm,coreano,2026-05-15,OBS
Tudo dela é ruim,coreano,2026-05-15,INS
"Já teve alguém que fez live dessa salinha que vc comentou?! Se não, será muito foda, o conteúdo... rs",coreano,2026-05-15,OBS
fala pra o Virty na cara dele em particular que ele é ruim por favor,coreano,2026-05-15,INS
"seria ,maneiro",coreano,2026-05-15,INS
Fofa mane,jhowrj1,2026-05-15,INS
@jhowrj1 reclama do teu braço nao filho da puta,jhowrj1,2026-05-15,OBS
"primeira vez q vejo jhow fazendo alguma coisa boa, pode parecer bobo, mas as crianças gostam mane, menininha pulando de alegria, mo maneiro isso",jhowrj1,2026-05-15,INS
crlh tu ta o dia inteiro mechendo nessa porr de álbum cara pqp ainda bem q n perdi tempo assistindo,jhowrj1,2026-05-15,OBS
tá dando pra caralho,jhowrj1,2026-05-15,OBS
jhow saiu garimpado do ambiente mané só tomou de tabela kkkkkkkkkkk ele pelo menos pegou pra ele umas 10 figurinhas ?,jhowrj1,2026-05-15,INS
viado,jhowrj1,2026-05-15,DO
ler o chat alanzoka fdp,jhowrj1,2026-05-15,OBS
alanzoka fdp,jhowrj1,2026-05-15,OBS
Ta com delay o viado,jhowrj1,2026-05-15,DO
pra caralho tayzao,baiano,2026-05-16,OBS
porra tayzuxo,baiano,2026-05-16,OBS
"Pasta térmica do processador é ez, já da GPU é meio chato",baiano,2026-05-16,INS
carai mina we ganhou,baiano,2026-05-16,OBS
"Cara, não acredito no que a Nip fez pqp...",baiano,2026-05-16,OBS
"voce serve eles, limpa a merda deles e ainda fala que manda? kkkkkkkkkkkkk",baiano,2026-05-16,OBS
"nao mas tem ""pai de pet"" que sem noção po, que é nojento",baiano,2026-05-16,INS
wtf,baiano,2026-05-16,OBS
q porra é essa,baiano,2026-05-16,OBS
caralho,baiano,2026-05-16,OBS
ta porra,baiano,2026-05-16,OBS
CRL,baiano,2026-05-16,OBS
wtf,baiano,2026-05-16,OBS
Se bronze fosse ruim o nick do faker não era hide on bucho,baiano,2026-05-16,INS
"o problema nao é ser ruim, o problema é ser ruim e se estressar e achar que na real ta fazendo as coisas certas, tipo o top do minerva KEKW",baiano,2026-05-16,INS
não existe perfect game em jogo de time ruim,baiano,2026-05-16,INS
hj tenho uma 3060 e já tá merda,baiano,2026-05-16,OBS
"os cara quer justificar gente ruim ou burra,pq as vezes o cara mecanicamente pode ser bom mas nao pensa bem",baiano,2026-05-16,INS
o monki é mt ruim wtf kkkkkkkkkkkk,baiano,2026-05-16,"INS, OBS"
PORRA,baiano,2026-05-16,OBS
"carai, o jogador quem te entregou pessoalmente?",baiano,2026-05-16,OBS
pqp,baiano,2026-05-16,OBS
pqp essa nip ainda vai dar um jeito de perder e ferrar minha bet,baiano,2026-05-16,OBS
Palhaço? Show de comédia?,baiano,2026-05-16,INS
a jaqueta é horrorosa wtf,baiano,2026-05-16,OBS
mal gosto do caralho,baiano,2026-05-16,OBS
caraio a t1 ganhou da gen,baiano,2026-05-16,OBS
"essa plataforma é uma bosta, vc da sub e n da pra ver o vod mds",baiano,2026-05-16,OBS
"@kamadolol aí é pika, e o tayzuxo falou q ruler era nations dps do game de ez",baiano,2026-05-16,INS
desgraçados nao,baiano,2026-05-16,OBS
desgracados nao meu cuzans,baiano,2026-05-16,OBS
"caraio, produção! já chegou lançando essa pedrada catJAM",baiano,2026-05-16,OBS
Pqp,gabepeixe,2026-05-16,OBS
pqp kkkkkkkkkkkkkkkkkkkkk,gabepeixe,2026-05-16,OBS
Eu entro fdp,gabepeixe,2026-05-16,OBS
Com todo respeito eu vou pra lá tbm só que o app é um lixo,gabepeixe,2026-05-16,INS
caralhooooo,gabepeixe,2026-05-16,OBS
Hj vai ser do caralhoooo a liveeee,gabepeixe,2026-05-16,OBS
@sdudaaa_ tenho que renovar coloquei aquele nome tava ruim esse tem pouco significado,gabepeixe,2026-05-16,INS
carai KKKKKKK,gabepeixe,2026-05-16,OBS
galera acha q tu é burro,gabepeixe,2026-05-16,INS
Espera carai,gabepeixe,2026-05-16,OBS
Acabei de chegar porra,gabepeixe,2026-05-16,OBS
Caraí,gabepeixe,2026-05-16,OBS
Querida é o caralho,gabepeixe,2026-05-16,OBS
Pqp,gabepeixe,2026-05-16,OBS
Quem foi que falou da IA? Tinha que ser ban vsf,gabepeixe,2026-05-16,OBS
iA burra gabepeixeTanjiro,gabepeixe,2026-05-16,INS
Ia burra,gabepeixe,2026-05-16,INS
quem e essa porra?,gabepeixe,2026-05-16,OBS
Ia burra?,gabepeixe,2026-05-16,INS
"porra meu nick é pica sua baranga, feiosa burra",gabepeixe,2026-05-16,"INS, OBS"
Vsf IA yayahGritando,gabepeixe,2026-05-16,OBS
Kkk ta fudido com essa sorte,gabepeixe,2026-05-16,OBS
O que você acha dos macacos me mordam qual é dessa gíria,gabepeixe,2026-05-16,DO
ia do carai,gabepeixe,2026-05-16,OBS
ganhei piranha,gabepeixe,2026-05-16,DO
Pqp amém,gabepeixe,2026-05-16,OBS
olk assinei no coringa irmão mais o merda não faz live,gabepeixe,2026-05-16,OBS
Fazedor de trouxa,gabepeixe,2026-05-16,INS
Pqp,gabepeixe,2026-05-16,OBS
crl,gabepeixe,2026-05-16,OBS
crl,gabepeixe,2026-05-16,OBS
PQP,gabepeixe,2026-05-16,OBS
Pqp,gabepeixe,2026-05-16,OBS
ta fudido,gabepeixe,2026-05-16,OBS
q merda,gabepeixe,2026-05-16,OBS
oloco ta ruim em,gabepeixe,2026-05-16,INS
Jogo é ruim,gabepeixe,2026-05-16,INS
ce pra vc ta ruim imagina pra mim],gabepeixe,2026-05-16,INS
Vamooo poha,gabepeixe,2026-05-16,OBS
Todo jogo dessa empresa não paga porra nenhuma,gabepeixe,2026-05-16,OBS
pqp,gabepeixe,2026-05-16,OBS
Pqp manooo,gabepeixe,2026-05-16,OBS
esse 2500 e muito ruim casa,gabepeixe,2026-05-16,INS
Sai da pragmático seu boca de burra pragmática não tá pagando bosta nenhuma,gabepeixe,2026-05-16,"INS, OBS"
pqp kk,gabepeixe,2026-05-16,OBS
pqp,gabepeixe,2026-05-16,OBS
pqp,gabepeixe,2026-05-16,OBS
PQP,gabepeixe,2026-05-16,OBS
